"row_names","FACTSET_FUND_ID","FS_PERM_SEC_ID","HOLDING","REPORT_DATE","TICKER_EXCHANGE","FREF_SECURITY_TYPE","Symbol","Company","ISSUE_TYPE","CAP_GROUP","PRIMARY_SIC_CODE","INDUSTRY_CODE","SECTOR_CODE"
"398966","04C27K-E","SZF3KC-S-US","11004","2012-09-30","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398967","04C27K-E","SZF3KC-S-US","17783","2012-12-31","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398968","04C27K-E","SZF3KC-S-US","15515","2014-03-31","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398969","04C27K-E","SZF3KC-S-US","15499","2014-06-30","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398970","04C27K-E","SZF3KC-S-US","15502","2014-09-30","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398971","04C27K-E","SZF3KC-S-US","15503","2014-12-31","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398972","04C27K-E","SZF3KC-S-US","15513","2015-03-31","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398973","04C27K-E","SZF3KC-S-US","15493","2015-06-30","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398974","04C27K-E","SZF3KC-S-US","15480","2015-09-30","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398975","04C27K-E","SZF3KC-S-US","15501","2015-12-31","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398976","04C27K-E","SZF3KC-S-US","28038","2016-03-31","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398977","04C27K-E","SZF3KC-S-US","28009","2016-06-30","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
"398978","04C27K-E","T0JCXJ-S-US","70072","2006-12-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398979","04C27K-E","T0JCXJ-S-US","69996","2007-03-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398980","04C27K-E","T0JCXJ-S-US","70018","2007-06-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398981","04C27K-E","T0JCXJ-S-US","70230","2007-09-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398982","04C27K-E","T0JCXJ-S-US","69518","2007-12-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398983","04C27K-E","T0JCXJ-S-US","70130","2008-03-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398984","04C27K-E","T0JCXJ-S-US","59954","2008-06-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398985","04C27K-E","T0JCXJ-S-US","58916","2008-09-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398986","04C27K-E","T0JCXJ-S-US","59928","2008-12-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398987","04C27K-E","T0JCXJ-S-US","53874","2009-03-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398988","04C27K-E","T0JCXJ-S-US","53590","2009-06-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398989","04C27K-E","T0JCXJ-S-US","53904","2009-09-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398990","04C27K-E","T0JCXJ-S-US","53780","2009-12-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398991","04C27K-E","T0JCXJ-S-US","54208","2010-03-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398992","04C27K-E","T0JCXJ-S-US","53904","2010-06-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398993","04C27K-E","T0JCXJ-S-US","54016","2010-09-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398994","04C27K-E","T0JCXJ-S-US","54216","2010-12-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398995","04C27K-E","T0JCXJ-S-US","53940","2011-03-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398996","04C27K-E","T0JCXJ-S-US","48152","2011-06-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398997","04C27K-E","T0JCXJ-S-US","40090","2011-09-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398998","04C27K-E","T0JCXJ-S-US","40064","2011-12-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"398999","04C27K-E","T0JCXJ-S-US","39922","2012-03-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"399000","04C27K-E","T0JCXJ-S-US","28052","2012-06-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"399001","04C27K-E","T0JCXJ-S-US","28011","2012-09-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"399002","04C27K-E","T0JCXJ-S-US","32126","2012-12-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"399003","04C27K-E","T0JCXJ-S-US","46045","2014-03-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"399004","04C27K-E","T0JCXJ-S-US","45998","2014-06-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"399005","04C27K-E","T0JCXJ-S-US","46005","2014-09-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"399006","04C27K-E","T0JCXJ-S-US","35007","2014-12-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"399007","04C27K-E","T0JCXJ-S-US","35029","2015-03-31","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"399008","04C27K-E","T0JCXJ-S-US","34984","2015-06-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"399009","04C27K-E","T0JCXJ-S-US","34955","2015-09-30","KO-NYS","SHARE","KO","000DWY-E","EQ","MEGA","2086","2420","2400"
"399010","04C27K-E","T8GLHL-S-US","30269","2006-12-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399011","04C27K-E","T8GLHL-S-US","41426","2007-03-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399012","04C27K-E","T8GLHL-S-US","41452","2007-06-30","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399013","04C27K-E","T8GLHL-S-US","36101","2007-09-30","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399014","04C27K-E","T8GLHL-S-US","35764","2007-12-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399015","04C27K-E","T8GLHL-S-US","36068","2008-03-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399016","04C27K-E","T8GLHL-S-US","35981","2008-06-30","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399017","04C27K-E","T8GLHL-S-US","19647","2008-09-30","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399018","04C27K-E","T8GLHL-S-US","19976","2008-12-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399019","04C27K-E","T8GLHL-S-US","19953","2009-03-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399020","04C27K-E","T8GLHL-S-US","19848","2009-06-30","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399021","04C27K-E","T8GLHL-S-US","19964","2009-09-30","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399022","04C27K-E","T8GLHL-S-US","19919","2009-12-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399023","04C27K-E","T8GLHL-S-US","20077","2010-03-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399024","04C27K-E","T8GLHL-S-US","19964","2010-06-30","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399025","04C27K-E","T8GLHL-S-US","20006","2010-09-30","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399026","04C27K-E","T8GLHL-S-US","25100","2010-12-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399027","04C27K-E","T8GLHL-S-US","24972","2011-03-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399028","04C27K-E","T8GLHL-S-US","28590","2011-06-30","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399029","04C27K-E","T8GLHL-S-US","28559","2011-09-30","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399030","04C27K-E","T8GLHL-S-US","3486","2011-12-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399031","04C27K-E","T8GLHL-S-US","3474","2012-03-31","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399032","04C27K-E","T8GLHL-S-US","3493","2012-06-30","AMGN-NAS","SHARE","AMGN","000C35-E","EQ","MEGA","2836","2320","2300"
"399033","04C27K-E","VFT77X-S-US","15028","2012-06-30","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399034","04C27K-E","VFT77X-S-US","15006","2012-09-30","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399035","04C27K-E","VFT77X-S-US","22240","2012-12-31","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399036","04C27K-E","VFT77X-S-US","25025","2014-03-31","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399037","04C27K-E","VFT77X-S-US","20999","2014-06-30","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399038","04C27K-E","VFT77X-S-US","21002","2014-09-30","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399039","04C27K-E","VFT77X-S-US","35507","2014-12-31","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399040","04C27K-E","VFT77X-S-US","35530","2015-03-31","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399041","04C27K-E","VFT77X-S-US","35484","2015-06-30","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399042","04C27K-E","VFT77X-S-US","35454","2015-09-30","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399043","04C27K-E","VFT77X-S-US","35503","2015-12-31","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399044","04C27K-E","VFT77X-S-US","35548","2016-03-31","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399045","04C27K-E","VFT77X-S-US","35511","2016-06-30","APA-NYS","SHARE","APA","000C6X-E","EQ","LARGE","1311","2105","2100"
"399046","04C27K-E","WGR10T-S-US","54011","2014-12-31","PWR-NYS","SHARE","PWR","001WC9-E","EQ","MID","1731","3115","3100"
"399047","04C27K-E","WGR10T-S-US","54045","2015-03-31","PWR-NYS","SHARE","PWR","001WC9-E","EQ","MID","1731","3115","3100"
"399048","04C27K-E","WGR10T-S-US","53976","2015-06-30","PWR-NYS","SHARE","PWR","001WC9-E","EQ","MID","1731","3115","3100"
"399049","04C27K-E","WGR10T-S-US","74903","2015-09-30","PWR-NYS","SHARE","PWR","001WC9-E","EQ","MID","1731","3115","3100"
"399050","04C27K-E","WGR10T-S-US","75007","2015-12-31","PWR-NYS","SHARE","PWR","001WC9-E","EQ","MID","1731","3115","3100"
"399051","04C27K-E","WGR10T-S-US","75102","2016-03-31","PWR-NYS","SHARE","PWR","001WC9-E","EQ","MID","1731","3115","3100"
"399052","04C27K-E","WGR10T-S-US","75024","2016-06-30","PWR-NYS","SHARE","PWR","001WC9-E","EQ","MID","1731","3115","3100"
"399053","04C27K-E","WQPBSZ-S-US","72106","2006-12-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399054","04C27K-E","WQPBSZ-S-US","71972","2007-03-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399055","04C27K-E","WQPBSZ-S-US","67998","2007-06-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399056","04C27K-E","WQPBSZ-S-US","68194","2007-09-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399057","04C27K-E","WQPBSZ-S-US","59610","2007-12-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399058","04C27K-E","WQPBSZ-S-US","46098","2008-03-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399059","04C27K-E","WQPBSZ-S-US","39971","2008-06-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399060","04C27K-E","WQPBSZ-S-US","39292","2008-09-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399061","04C27K-E","WQPBSZ-S-US","48942","2008-12-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399062","04C27K-E","WQPBSZ-S-US","48886","2009-03-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399063","04C27K-E","WQPBSZ-S-US","48627","2009-06-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399064","04C27K-E","WQPBSZ-S-US","48913","2009-09-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399065","04C27K-E","WQPBSZ-S-US","42825","2009-12-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399066","04C27K-E","WQPBSZ-S-US","43166","2010-03-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399067","04C27K-E","WQPBSZ-S-US","42923","2010-06-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399068","04C27K-E","WQPBSZ-S-US","43013","2010-09-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399069","04C27K-E","WQPBSZ-S-US","43172","2010-12-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399070","04C27K-E","WQPBSZ-S-US","34961","2011-03-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399071","04C27K-E","WQPBSZ-S-US","40126","2011-06-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399072","04C27K-E","WQPBSZ-S-US","46103","2011-09-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399073","04C27K-E","WQPBSZ-S-US","46073","2011-12-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399074","04C27K-E","WQPBSZ-S-US","39922","2012-03-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399075","04C27K-E","WQPBSZ-S-US","40074","2012-06-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399076","04C27K-E","WQPBSZ-S-US","40016","2012-09-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399077","04C27K-E","WQPBSZ-S-US","45073","2012-12-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399078","04C27K-E","WQPBSZ-S-US","68567","2014-03-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399079","04C27K-E","WQPBSZ-S-US","68497","2014-06-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399080","04C27K-E","WQPBSZ-S-US","68508","2014-09-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399081","04C27K-E","WQPBSZ-S-US","68514","2014-12-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399082","04C27K-E","WQPBSZ-S-US","68557","2015-03-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399083","04C27K-E","WQPBSZ-S-US","68469","2015-06-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399084","04C27K-E","WQPBSZ-S-US","68411","2015-09-30","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
"399085","04C27K-E","WQPBSZ-S-US","68506","2015-12-31","NE-NYS","SHARE","NE","003RMK-E","EQ","SMALL","1381","3105","3100"
